Date,Merchant,Amount,Type,Fraudulent
2023-02-25,Uber,"49,632",ATM,False
2024-10-16,Amazon India,162,ATM,False
2024-12-19,Suspicious Store,"18,808",POS,False
2024-05-11,BookShop,"117,989",ATM,False
2024-02-24,Local Electronics Store,"1,743",Contactless,False
2023-03-18,Amazon India,"19,787",Transfer,False
2023-12-29,PhonePe,"4,718",Online,False
2023-05-12,Gold Loan,"2,710",UPI,False
2023-06-07,Ola Cabs,"3,225",Transfer,False
2023-10-21,Cinemaplex,"297,711",ATM,False
2023-11-24,SBI ATM,"77,877",Transfer,False
2024-03-27,BookShop,"14,658",Transfer,False
2023-04-30,Flipkart,"279,663",POS,False
2024-02-03,Designer Boutique,"3,628",Contactless,False
2024-02-07,Luxury Outlet,"17,201",POS,False
2024-08-17,Suspicious Store,"1,855",UPI,True
2023-10-12,Local Electronics Store,"4,311",Contactless,False
2024-05-15,Jewellery House,"4,255",ATM,False
2024-02-11,Gold Loan,"14,537",Contactless,False
2024-10-10,IRCTC,809,Online,False
2024-08-06,Uber,"4,625",POS,False
2023-10-26,Hotel Taj,"3,713",ATM,False
2023-08-26,Flipkart,"39,945",ATM,False
2024-04-20,Recharge Portal,303,POS,True
2024-10-20,Utility - Electricity,"1,767",Contactless,False
2024-03-09,Pharmacy Plus,511,Contactless,False
2024-08-01,Gold Loan,"26,986",UPI,False
2024-06-27,Local Electronics Store,759,Transfer,False
2023-04-17,Paytm Mall,"1,480",ATM,False
2024-05-17,Myntra,"4,569",Contactless,False
2024-04-29,BigBasket,"284,597",UPI,False
2023-07-14,Ola Cabs,"98,843",Contactless,False
2023-02-12,Myntra,"1,027",Online,False
2024-07-31,Swiggy,"32,070",Online,False
2023-11-01,Zomato,362,Contactless,False
2023-05-26,IRCTC,"201,048",POS,False
2024-04-11,Luxury Outlet,"2,005",Online,False
2023-09-09,Ola Cabs,"4,128",Contactless,False
2023-12-08,Uber,"2,383",POS,False
2024-02-01,Pharmacy Plus,"4,046",Contactless,True
2024-02-26,Hotel Taj,"3,215",Online,False
2024-08-08,Axis Bank ATM,"3,500",Transfer,False
2023-05-20,Designer Boutique,823,Transfer,False
2023-03-05,Utility - Water,"14,590",ATM,False
2023-12-01,Subscription - Spotify,"3,976",Online,False
2024-11-17,Utility - Water,637,UPI,False
2023-04-10,Unknown Merchant,"4,812",Transfer,False
2024-10-22,Pharmacy Plus,544,Online,False
2023-10-11,Corner Grocery,"21,834",POS,False
2024-01-25,Amazon India,"3,533",ATM,False
2024-07-22,SBI ATM,216,Contactless,False
2024-04-05,BookShop,"4,163",UPI,False
2024-08-26,Unknown Merchant,"34,084",POS,False
2024-06-09,Utility - Electricity,"259,661",Contactless,False
2024-11-22,Gold Loan,"72,766",Online,False
2023-02-04,Corner Grocery,"4,911",POS,False
2023-01-10,Subscription - Netflix,"4,145",ATM,False
2023-08-20,Flipkart,940,Online,False
2024-03-25,Recharge Portal,"2,225",POS,False
2024-11-20,Corner Grocery,"3,005",Online,False
2023-06-11,Myntra,"1,454",UPI,False
2024-05-06,Suspicious Store,338,Contactless,False
2024-09-22,Paytm Mall,"2,067",Online,False
2024-03-26,Paytm Mall,"29,780",Contactless,False
2024-12-01,Flipkart,"3,420",UPI,False
2024-12-13,Local Electronics Store,362,Online,False
2024-07-19,Local POS Stall,"44,411",Transfer,False
2024-05-23,Myntra,"1,876",UPI,False
2024-08-04,Myntra,"3,089",Online,False
2023-01-28,Subscription - Spotify,"4,984",Contactless,False
2023-07-06,Recharge Portal,714,Online,False
2023-11-12,Corner Grocery,116,UPI,False
2024-02-24,Subscription - Spotify,"2,112",Contactless,False
2024-09-26,Swiggy,"1,813",POS,False
2024-10-16,Corner Grocery,"1,614",POS,False
2023-05-28,Ola Cabs,"47,618",Transfer,False
2024-02-28,Myntra,"4,922",UPI,False
2023-11-03,Designer Boutique,"3,157",Transfer,False
2024-11-26,Local Electronics Store,450,Transfer,False
2023-06-03,Designer Boutique,"2,531",ATM,False
2024-12-02,Suspicious Store,"2,455",POS,False
2023-10-24,Subscription - Netflix,"3,415",Online,False
2024-08-04,Zomato,"2,946",ATM,False
2023-12-01,Corner Grocery,"2,642",Contactless,False
2024-05-29,Utility - Electricity,"299,428",Contactless,False
2024-10-10,Subscription - Spotify,"4,855",Online,False
2024-08-25,Zomato,828,ATM,False
2024-08-19,Local POS Stall,227,POS,False
2023-09-22,Axis Bank ATM,"37,363",POS,False
2023-08-08,IRCTC,"1,041",Transfer,False
2023-02-23,Designer Boutique,773,Online,False
2023-11-08,Utility - Water,"40,495",Transfer,False
2023-08-28,Recharge Portal,"4,135",Online,False
2024-06-07,IRCTC,"2,068",POS,False
2024-06-10,Utility - Electricity,"39,076",Contactless,False
2024-05-13,Utility - Water,"4,506",POS,False
2024-09-01,Local Electronics Store,"4,972",Online,False
2024-03-27,Myntra,"237,006",Online,False
2024-08-16,PhonePe,479,Transfer,False
2024-08-31,Local Electronics Store,"2,822",UPI,False
2023-05-27,BookShop,"1,809",Transfer,False
2024-10-29,Swiggy,"1,559",Online,False
2023-01-20,Amazon India,"11,792",POS,False
2023-11-09,Corner Grocery,142,Transfer,False
2023-01-30,Uber,"3,124",Transfer,False
2023-09-10,Zomato,"47,553",UPI,False
2024-11-09,Subscription - Spotify,"1,112",ATM,False
2024-05-14,Corner Grocery,"276,777",Online,False
2023-06-12,Paytm Mall,"11,250",Online,False
2023-06-03,Swiggy,794,POS,False
2023-07-31,Jewellery House,"3,612",Contactless,False
2024-09-03,Pharmacy Plus,"4,146",Online,False
2024-04-09,SBI ATM,"2,331",Online,False
2023-12-05,Recharge Portal,"2,604",Contactless,False
2023-09-08,Subscription - Spotify,"15,840",POS,False
2024-03-16,Unknown Merchant,"3,741",Contactless,False
2024-07-31,Amazon India,"25,556",Contactless,False
2024-11-21,Cinemaplex,"3,901",POS,False
2024-06-20,IRCTC,"4,653",Online,False
2024-05-23,Ola Cabs,"2,353",UPI,False
2023-06-25,Flipkart,"2,922",Transfer,False
2023-11-02,Recharge Portal,"3,700",Transfer,False
2023-07-25,Suspicious Store,"189,981",Transfer,True
2023-06-23,BookShop,"13,505",Contactless,False
2024-01-31,Zomato,"4,992",Transfer,False
2023-05-24,Zomato,"2,534",POS,False
2023-03-01,Uber,964,POS,False
2024-12-08,Utility - Electricity,"1,718",UPI,False
2023-02-09,Zomato,"3,435",Transfer,False
2024-08-15,PhonePe,"5,701",Contactless,False
2023-09-02,Local Electronics Store,"4,894",ATM,False
2023-03-25,Local Electronics Store,"4,905",ATM,False
2024-12-03,Amazon India,"94,985",Online,False
2023-02-09,BookShop,"3,079",Online,False
2023-05-03,Unknown Merchant,"3,515",Contactless,False
2023-06-13,Swiggy,"1,370",Contactless,False
2023-03-31,Myntra,725,Contactless,False
2024-07-11,Hotel Taj,"16,608",Online,False
2023-09-03,Axis Bank ATM,"4,038",UPI,False
2024-12-04,SBI ATM,"2,467",UPI,False
2023-06-16,Swiggy,"1,179",Online,False
2023-12-04,SBI ATM,"3,667",ATM,False
2024-06-03,SBI ATM,"2,792",Transfer,False
2023-07-02,BookShop,"2,919",POS,False
2023-10-16,Amazon India,"47,869",UPI,False
2023-06-07,Flipkart,"37,732",POS,False
2023-05-04,Zomato,224,UPI,False
2023-05-24,Corner Grocery,"20,780",UPI,False
2023-04-12,Hotel Taj,"1,217",UPI,False
2023-09-28,Suspicious Store,914,POS,False
2023-10-01,Utility - Electricity,"4,139",POS,False
2023-03-02,Subscription - Netflix,"3,411",ATM,False
2023-05-13,Subscription - Spotify,"1,402",Online,False
2023-05-28,Recharge Portal,"15,941",Transfer,False
2023-06-13,Gold Loan,"38,317",Contactless,False
2023-05-01,Axis Bank ATM,"16,066",UPI,False
2024-12-21,Gold Loan,"2,232",ATM,False
2023-04-14,SBI ATM,"12,270",Contactless,False
2024-03-28,Ola Cabs,"15,102",POS,False
2024-05-31,Uber,"2,191",ATM,False
2023-12-13,Utility - Electricity,"4,119",Online,False
2024-01-06,Utility - Electricity,"29,574",Transfer,False
2023-06-18,Luxury Outlet,897,POS,False
2024-11-11,Unknown Merchant,"1,036",Transfer,False
2024-12-05,Utility - Electricity,"4,690",POS,False
2023-05-30,Myntra,"4,473",Online,False
2024-04-06,PhonePe,"2,613",UPI,False
2023-06-25,Flipkart,723,UPI,False
2024-08-03,Axis Bank ATM,"2,585",Transfer,False
2023-05-20,Swiggy,894,POS,False
2024-11-15,Gold Loan,"3,186",Online,False
2023-11-16,Local Electronics Store,"4,503",POS,False
2023-06-01,Jewellery House,"25,654",Contactless,False
2023-08-03,Luxury Outlet,"1,504",ATM,False
2024-01-24,SBI ATM,"4,815",POS,False
2023-01-05,Subscription - Spotify,"2,217",ATM,False
2024-01-20,Unknown Merchant,"32,167",POS,False
2023-12-08,Corner Grocery,"2,846",UPI,False
2023-12-20,Amazon India,"3,912",Contactless,False
2023-12-21,Cinemaplex,"17,090",POS,False
2023-10-23,Designer Boutique,"3,696",ATM,False
2024-06-22,BookShop,"264,012",UPI,False
2023-06-26,Swiggy,"211,508",Online,False
2024-08-02,Paytm Mall,"2,040",Online,False
2023-08-12,Swiggy,313,Online,False
2024-02-12,Unknown Merchant,"177,995",ATM,False
2023-10-11,Zomato,"4,699",Online,False
2024-03-22,Jewellery House,"4,587",POS,False
2024-02-20,Zomato,875,Online,False
2024-05-30,Designer Boutique,"4,429",UPI,False
2024-03-15,Utility - Electricity,"4,861",UPI,False
2024-08-25,Local Electronics Store,"2,185",POS,False
2024-02-05,Unknown Merchant,"40,230",POS,False
2024-08-14,Utility - Electricity,"3,426",ATM,False
2024-03-16,Amazon India,"1,539",ATM,False
2023-09-26,Paytm Mall,99,Online,False
2024-11-15,BookShop,"37,385",UPI,False
2023-06-29,Myntra,"2,296",Transfer,False
2024-08-24,Subscription - Netflix,"2,893",UPI,False
2024-08-31,Suspicious Store,"1,234",POS,False
2024-01-25,Ola Cabs,"39,915",UPI,True
2024-06-19,Local Electronics Store,"2,366",Online,False
2023-03-21,Subscription - Spotify,"3,352",Online,False
2023-08-25,Utility - Electricity,337,Contactless,False
2023-11-20,Zomato,"19,722",Online,False
2024-07-01,Gold Loan,"43,070",POS,False
2024-12-01,Flipkart,922,Contactless,False
2024-09-11,Zomato,314,POS,False
2023-03-18,BigBasket,707,ATM,False
2023-02-20,Ola Cabs,"70,172",Contactless,False
2023-04-02,Cinemaplex,246,Contactless,False
2023-06-11,Gold Loan,"3,223",Online,False
2024-10-07,Gold Loan,"2,072",UPI,False
2024-03-29,Paytm Mall,"2,016",UPI,False
2024-08-24,PhonePe,"44,788",POS,False
2023-09-15,Utility - Water,"3,603",Transfer,False
2024-02-28,Suspicious Store,"2,654",ATM,False
2023-01-13,Local POS Stall,"1,752",UPI,False
2023-08-05,Corner Grocery,541,Transfer,False
2024-01-04,Luxury Outlet,921,Contactless,False
2023-07-24,Uber,"27,384",Contactless,False
2024-12-02,IRCTC,"1,443",Transfer,False
2023-10-08,Cinemaplex,"2,936",Contactless,False
2024-03-31,Uber,"1,557",POS,False
2024-02-21,SBI ATM,"4,859",POS,True
2024-02-15,Utility - Electricity,"2,621",ATM,False
2023-05-14,Cinemaplex,"4,020",Transfer,False
2024-08-01,Cinemaplex,"1,086",Online,False
2024-03-10,Uber,"49,909",UPI,False
2023-11-04,Recharge Portal,"2,867",UPI,False
2024-06-26,SBI ATM,980,ATM,False
2024-03-21,Utility - Water,"21,517",ATM,False
2024-02-11,Cinemaplex,"4,068",Contactless,False
2024-04-04,Suspicious Store,"2,534",Transfer,False
2023-09-01,Suspicious Store,"45,473",Contactless,False
2024-04-02,Local Electronics Store,"4,415",POS,False
2023-03-17,Recharge Portal,"4,324",ATM,False
2023-01-08,Suspicious Store,208,Contactless,False
2023-10-02,Gold Loan,"4,911",POS,False
2024-11-03,Uber,"3,827",ATM,False
2024-05-23,Corner Grocery,"1,443",Contactless,False
2023-10-15,Pharmacy Plus,"2,555",ATM,False
2024-04-12,Unknown Merchant,"49,824",Online,False
2023-06-18,Suspicious Store,"40,047",UPI,False
2024-01-18,Swiggy,"21,904",POS,False
2024-11-29,Utility - Electricity,"4,501",UPI,False
2024-03-24,Myntra,"4,377",POS,False
2024-04-20,PhonePe,"38,507",POS,False
2024-04-23,SBI ATM,"4,637",UPI,False
2023-05-26,Uber,"134,388",Contactless,False
2023-08-16,Swiggy,660,Transfer,False
2024-04-05,Hotel Taj,646,POS,False
2023-07-04,Pharmacy Plus,745,ATM,False
2023-09-12,Suspicious Store,"284,084",UPI,True
2023-09-04,Swiggy,111,UPI,False
2024-03-23,SBI ATM,"3,732",ATM,False
2023-01-17,Amazon India,384,UPI,False
2023-10-13,Cinemaplex,"4,252",Transfer,False
2024-07-25,Uber,"3,702",Online,False
2023-06-22,BookShop,"2,180",Contactless,False
2023-09-06,BookShop,49,ATM,False
2023-05-23,Paytm Mall,"3,417",Online,False
2024-06-25,Subscription - Netflix,"21,951",Online,True
2023-05-23,Subscription - Netflix,"184,529",Contactless,False
2023-04-21,Jewellery House,"10,741",Transfer,False
2023-08-17,Unknown Merchant,"4,354",Online,False
2023-08-25,Myntra,"3,579",POS,False
2024-09-21,Swiggy,"39,556",Contactless,False
2024-02-25,Axis Bank ATM,"1,566",Contactless,False
2023-06-28,SBI ATM,254,ATM,False
2023-04-21,Unknown Merchant,"46,606",Contactless,False
2023-10-17,Subscription - Spotify,"4,113",POS,False
2023-09-06,Myntra,"140,908",POS,False
2024-12-05,Unknown Merchant,"32,024",Transfer,False
2023-04-08,Jewellery House,"4,173",Contactless,False
2024-08-07,Unknown Merchant,"8,789",Transfer,True
2023-05-12,Corner Grocery,911,Contactless,False
2024-08-24,Unknown Merchant,"2,435",Online,False
2023-09-08,IRCTC,"1,549",Online,False
2024-03-26,Utility - Electricity,"2,405",ATM,False
2024-08-15,Corner Grocery,"3,719",Online,False
2024-02-10,Local Electronics Store,"3,522",POS,False
2023-04-14,Flipkart,"3,333",Online,False
2024-08-31,Swiggy,"4,766",Online,False
2023-09-29,Local Electronics Store,646,POS,False
2024-03-30,IRCTC,"4,333",Online,False
2023-12-08,Jewellery House,"2,176",ATM,False
2024-03-09,Zomato,"4,238",POS,False
2024-12-27,Zomato,"3,861",ATM,False
2023-05-22,Pharmacy Plus,"2,862",ATM,False
2024-05-02,IRCTC,"32,174",UPI,False
2023-03-24,Hotel Taj,"208,156",UPI,False
2023-08-08,SBI ATM,530,Transfer,False
2024-10-22,Recharge Portal,517,ATM,False
2023-12-11,Cinemaplex,"6,251",UPI,False
2024-12-13,Unknown Merchant,"63,746",ATM,False
2024-04-16,Luxury Outlet,"14,742",ATM,False
2023-12-18,Utility - Water,"1,687",Transfer,False
2024-09-02,Myntra,945,Online,False
2024-08-27,Axis Bank ATM,"143,637",Online,False
2024-11-26,Designer Boutique,"1,497",Transfer,False
2024-12-17,Paytm Mall,"3,726",POS,False
2023-01-27,Designer Boutique,"53,755",UPI,False
2024-08-19,Ola Cabs,"4,016",Contactless,False
2024-02-06,PhonePe,"4,206",UPI,False
2024-03-09,Utility - Water,"2,424",Transfer,False
2023-10-25,Utility - Water,"3,744",Contactless,False
2023-05-24,BookShop,499,Transfer,False
2024-02-06,Zomato,"2,769",UPI,False
2024-09-15,PhonePe,"1,190",ATM,False
2024-12-24,Luxury Outlet,"4,700",ATM,False
2023-12-19,Local Electronics Store,"15,525",Contactless,False
2023-09-12,IRCTC,"23,098",Online,False
2024-12-04,PhonePe,999,POS,False
2023-03-01,Utility - Electricity,"46,961",UPI,False
2024-08-29,Gold Loan,"1,306",POS,False
2024-01-29,PhonePe,"1,697",Online,False
2024-05-03,Uber,"4,195",UPI,False
2023-11-08,Corner Grocery,"2,731",UPI,False
2023-12-27,Utility - Water,"36,058",UPI,False
2024-01-13,Local Electronics Store,"1,091",ATM,False
2024-11-05,BigBasket,296,Transfer,False
2024-06-22,Utility - Water,"2,126",Online,False
2023-04-12,Subscription - Netflix,"2,502",UPI,False
2024-08-30,Flipkart,"2,902",ATM,False
2023-04-27,Axis Bank ATM,215,POS,False
2024-05-09,Suspicious Store,"1,541",Online,False
2024-07-01,PhonePe,441,Contactless,False
2023-08-30,IRCTC,63,Online,False
2024-06-23,Local POS Stall,"4,601",Contactless,False
2024-09-28,Amazon India,547,UPI,False
2023-03-25,IRCTC,"3,458",UPI,False
2023-06-30,Cinemaplex,301,Online,False
2024-03-18,Designer Boutique,"2,463",Contactless,False
2024-12-09,Local Electronics Store,"4,668",Online,False
2023-04-19,Swiggy,"4,603",Contactless,False
2024-02-23,Pharmacy Plus,"1,390",POS,False
2024-05-08,BigBasket,"4,961",Online,False
2023-04-20,Flipkart,"4,880",UPI,False
2023-09-19,PhonePe,"23,468",Transfer,False
2024-10-05,Corner Grocery,"4,100",ATM,False
2023-08-13,Corner Grocery,"3,816",Contactless,False
2024-08-16,Subscription - Netflix,"45,615",UPI,False
2024-10-18,BigBasket,"16,457",Contactless,False
2024-02-19,Uber,"4,680",UPI,False
2024-06-09,Amazon India,"2,343",Online,False
2023-08-05,Hotel Taj,"4,853",Contactless,False
2024-02-17,Local POS Stall,"3,437",POS,False
2024-04-29,Pharmacy Plus,"3,793",Transfer,False
2024-12-11,Utility - Water,"1,676",Online,False
2024-08-17,Zomato,87,Transfer,False
2024-09-04,Amazon India,"4,437",UPI,False
2024-09-18,BookShop,"3,735",Contactless,False
2024-10-31,Zomato,"18,597",UPI,False
2024-02-25,Myntra,"2,192",POS,False
2023-08-12,Jewellery House,"4,057",Transfer,False
2024-04-02,Hotel Taj,"163,673",UPI,False
2024-12-25,Recharge Portal,"1,097",POS,False
2023-02-17,BigBasket,"48,473",ATM,False
2023-11-23,Cinemaplex,"1,596",ATM,False
2024-10-24,Jewellery House,"2,559",Transfer,False
2023-10-05,Utility - Water,"4,991",POS,False
2024-01-02,Designer Boutique,"29,989",Contactless,False
2024-07-16,Paytm Mall,"14,176",Online,False
2023-08-24,Ola Cabs,"27,375",Transfer,False
2023-08-19,PhonePe,660,Contactless,False
2023-06-19,SBI ATM,899,ATM,False
2023-10-20,Amazon India,"1,286",POS,False
2023-05-18,Subscription - Spotify,"3,409",Transfer,False
2024-11-14,Ola Cabs,"1,006",POS,False
2024-04-14,Subscription - Spotify,"3,254",Contactless,False
2024-11-14,Luxury Outlet,"1,075",Online,False
2023-12-28,Unknown Merchant,172,Transfer,False
2023-02-13,Zomato,"2,970",ATM,False
2024-11-08,Subscription - Spotify,"220,417",Online,False
2023-06-11,Local POS Stall,"2,598",ATM,False
2023-02-15,SBI ATM,"47,701",UPI,False
2024-10-18,Suspicious Store,"32,061",POS,False
2023-09-08,Zomato,"4,455",Contactless,False
2023-05-21,Ola Cabs,"14,453",Online,False
2023-05-14,Ola Cabs,"7,393",Contactless,False
2023-08-29,Swiggy,"65,505",Online,False
2023-11-19,Jewellery House,"2,207",POS,False
2024-12-20,Myntra,"2,737",ATM,False
2024-02-18,BigBasket,"3,257",Contactless,False
2023-05-08,Designer Boutique,"4,494",ATM,False
2024-10-16,Utility - Electricity,469,UPI,False
2024-02-12,Local Electronics Store,965,Transfer,False
2024-12-22,Ola Cabs,618,Transfer,False
2023-04-11,Utility - Electricity,"4,578",Transfer,False
2023-02-10,Unknown Merchant,"291,173",ATM,False
2023-09-28,Amazon India,"3,346",Contactless,False
2023-05-21,IRCTC,"37,083",UPI,False
2024-08-14,Recharge Portal,"2,848",Contactless,False
2024-04-09,Corner Grocery,"40,765",Transfer,False
2024-12-04,Local POS Stall,"4,606",Contactless,False
2024-02-16,SBI ATM,"4,893",Transfer,False
2023-11-13,BigBasket,813,UPI,False
2023-11-25,Flipkart,"3,199",Contactless,False
2023-11-17,Subscription - Spotify,"3,114",UPI,False
2024-02-17,SBI ATM,"70,989",Contactless,False
2023-11-04,Recharge Portal,"2,552",POS,False
2024-05-20,Local POS Stall,"20,030",Contactless,False
2024-05-08,Local Electronics Store,"4,505",Contactless,False
2023-10-07,Paytm Mall,"22,024",Contactless,False
2024-05-17,Recharge Portal,"1,752",POS,False
2024-03-08,SBI ATM,"3,372",ATM,False
2024-04-22,Zomato,"49,348",Transfer,False
2024-08-29,Local POS Stall,"23,738",Transfer,False
2024-07-27,Subscription - Netflix,"3,120",Transfer,False
2024-06-22,Designer Boutique,"2,594",Transfer,False
2024-11-19,Suspicious Store,"48,698",POS,True
2023-10-22,Amazon India,"4,853",ATM,False
2023-12-21,SBI ATM,"2,353",Transfer,False
2024-06-03,Hotel Taj,"2,113",Transfer,False
2023-09-01,Utility - Water,"27,613",POS,False
2023-05-17,Designer Boutique,"2,037",Online,False
2023-10-25,Luxury Outlet,"31,954",Contactless,False
2023-07-19,BigBasket,"3,518",ATM,False
2024-09-08,Amazon India,"2,449",Transfer,False
2024-12-14,Utility - Water,"9,908",Online,False
2023-10-09,Recharge Portal,"4,315",UPI,False
2023-08-22,IRCTC,"1,141",ATM,False
2023-12-26,Hotel Taj,"4,498",Transfer,False
2024-09-03,Local POS Stall,832,Transfer,False
2024-03-16,Designer Boutique,"4,580",POS,False
2024-11-24,Subscription - Spotify,"9,634",UPI,False
2023-02-08,Ola Cabs,"1,388",Contactless,False
2023-05-24,Paytm Mall,"1,641",Online,False
2024-05-15,Subscription - Spotify,"2,666",Contactless,False
2024-01-06,Designer Boutique,921,Transfer,False
2023-09-04,Recharge Portal,"33,070",ATM,False
2023-11-26,BookShop,"4,676",POS,False
2024-07-19,Cinemaplex,"46,690",Contactless,False
2024-06-16,Pharmacy Plus,"2,330",ATM,False
2024-10-12,IRCTC,828,POS,False
2023-10-22,Axis Bank ATM,"11,566",Contactless,False
2023-01-02,Utility - Water,"1,493",Transfer,False
2023-02-09,Subscription - Netflix,"4,307",ATM,False
2024-07-29,Luxury Outlet,"1,578",Transfer,False
2023-06-06,Unknown Merchant,549,Online,False
2024-01-28,IRCTC,761,Transfer,False
2023-11-04,Amazon India,"19,339",UPI,False
2024-04-20,IRCTC,"31,311",Contactless,False
2024-08-27,Local Electronics Store,"47,714",Online,False
2023-05-28,Pharmacy Plus,"45,617",Contactless,False
2023-10-16,Gold Loan,"39,268",Contactless,True
2024-08-12,Jewellery House,"3,260",Transfer,False
2023-06-29,Utility - Electricity,"35,306",Transfer,False
2024-06-05,Local POS Stall,"1,597",POS,False
2023-04-05,Myntra,"4,390",Transfer,False
